session_id,user_type,entry_page,pages_viewed,time_on_site_sec,device_type,geo_region,referral_source,used_calculator,started_application,completed_application,bounced,dropoff_stage,loan_purpose,propensity_score,zip_code,credit_score,debt,income
session_1512,Returning,Rates,4,178,Tablet,Midwest,Facebook,False,True,False,True,none,Other,0.76,29401,636,1579.0,95126.0
session_1513,Returning,Contact,5,601,Mobile,West,Email,True,True,True,False,submit,Home Equity,0.83,33601,714,2078.0,63861.0
session_1514,Returning,Learn,4,167,Desktop,Northeast,Other,False,False,True,True,start_app,Purchase,0.83,37201,658,1196.0,44743.0
session_1515,New,Contact,4,519,Desktop,Midwest,Email,True,False,False,True,none,Refinance,0.78,29401,668,996.0,103830.0
session_1516,New,Rates,5,431,Tablet,South,Email,True,True,True,False,submit,Purchase,0.3,37201,659,1627.0,57950.0
session_1517,Returning,Learn,3,631,Desktop,South,Direct,True,False,False,True,submit,Other,0.52,37201,646,603.0,76533.0
session_1518,Returning,Contact,3,753,Desktop,Northeast,Direct,True,True,True,True,submit,Other,0.3,33601,806,1356.0,121661.0
session_1519,Returning,Home,4,710,Mobile,South,Facebook,False,True,True,True,calculator,Other,0.34,73301,766,1623.0,49770.0
session_1520,Returning,Home,6,654,Desktop,West,Facebook,True,False,False,True,review,Other,0.3,30301,796,1365.0,46685.0
session_1521,Returning,Calculator,5,370,Tablet,Midwest,Direct,False,False,False,True,review,Other,0.28,70112,638,728.0,91733.0
session_1522,New,Home,4,607,Mobile,West,Facebook,True,False,False,False,none,Purchase,0.69,32202,703,2297.0,113737.0
session_1523,Returning,Home,1,331,Tablet,South,Google,True,True,True,False,none,Refinance,0.65,37201,635,1552.0,45641.0
session_1524,Returning,Rates,5,147,Desktop,West,Other,False,True,False,False,review,Refinance,0.2,29401,665,2216.0,95192.0
session_1525,New,Home,2,766,Tablet,Northeast,Google,False,False,True,True,submit,Home Equity,0.69,73301,654,1370.0,99525.0
session_1526,New,Home,5,180,Tablet,West,Other,True,False,True,False,none,Home Equity,0.29,37201,761,1060.0,33521.0
session_1527,New,Rates,5,196,Mobile,South,Direct,True,False,True,True,calculator,Home Equity,0.2,73301,680,1635.0,104963.0
session_1528,Returning,Home,3,636,Desktop,South,Google,False,False,False,True,calculator,Other,0.75,73301,753,1392.0,106915.0
session_1529,Returning,Home,5,801,Mobile,Midwest,Email,False,False,True,True,review,Refinance,0.36,37201,730,911.0,77205.0
session_1530,Returning,Calculator,5,454,Desktop,West,Google,False,True,False,True,none,Other,0.57,75201,815,2235.0,116309.0
session_1531,Returning,Home,8,800,Mobile,Northeast,Facebook,True,True,True,False,none,Home Equity,0.2,38103,626,1189.0,113411.0
session_1532,Returning,Home,4,466,Desktop,Midwest,Google,True,False,True,True,submit,Other,0.61,70112,762,580.0,87578.0
session_1533,New,Calculator,6,661,Mobile,South,Direct,True,False,True,False,none,Purchase,0.21,70112,757,2164.0,73714.0
session_1534,Returning,Rates,5,103,Desktop,West,Direct,True,True,True,False,review,Home Equity,0.17,75201,651,1248.0,60679.0
session_1535,Returning,Home,8,391,Mobile,Northeast,Facebook,False,True,True,False,none,Refinance,0.39,70112,750,1196.0,84061.0
session_1536,Returning,Contact,5,125,Tablet,South,Other,False,False,False,False,none,Refinance,0.79,73301,716,617.0,99244.0
session_1537,New,Rates,2,321,Mobile,South,Facebook,False,True,True,True,calculator,Home Equity,0.18,33601,688,2370.0,76896.0
session_1538,Returning,Rates,3,206,Tablet,Midwest,Other,False,False,False,True,review,Refinance,0.12,29401,658,855.0,30062.0
session_1539,Returning,Home,8,56,Mobile,South,Direct,False,True,False,True,start_app,Refinance,0.03,30301,664,1529.0,116718.0
session_1540,Returning,Calculator,9,850,Tablet,Northeast,Direct,False,True,False,True,review,Home Equity,0.42,70112,802,1956.0,89756.0
session_1541,Returning,Rates,1,334,Desktop,Northeast,Other,True,False,True,False,review,Home Equity,0.28,33601,700,1711.0,75509.0
session_1542,New,Calculator,2,752,Tablet,Midwest,Google,True,False,False,True,start_app,Other,0.29,37201,739,1470.0,106429.0
session_1543,New,Contact,3,899,Desktop,Midwest,Google,False,True,True,True,start_app,Other,0.98,38103,660,649.0,123116.0
session_1544,New,Calculator,6,798,Tablet,Northeast,Facebook,False,False,True,True,calculator,Purchase,0.19,73301,661,1095.0,30000.0
session_1545,Returning,Learn,7,859,Desktop,Midwest,Direct,True,False,False,True,submit,Refinance,0.46,38103,754,1594.0,95857.0
session_1546,New,Calculator,6,234,Tablet,South,Google,False,False,True,False,review,Home Equity,0.99,29401,632,1106.0,49334.0
session_1547,New,Rates,8,896,Mobile,Northeast,Direct,True,False,True,True,review,Purchase,0.03,29401,679,1602.0,97478.0
session_1548,Returning,Calculator,5,607,Desktop,Midwest,Facebook,True,True,True,True,review,Refinance,0.7,75201,701,1841.0,88198.0
session_1549,Returning,Calculator,8,691,Desktop,Northeast,Email,False,True,True,False,review,Refinance,0.37,32202,705,1981.0,100893.0
session_1550,New,Learn,4,708,Tablet,South,Direct,False,True,True,True,calculator,Purchase,0.91,75201,691,887.0,72519.0
session_1551,New,Learn,4,249,Mobile,Midwest,Email,True,True,False,True,review,Refinance,0.91,33601,719,2598.0,38169.0
session_1552,New,Home,8,329,Desktop,Northeast,Direct,True,True,False,True,start_app,Home Equity,0.39,38103,734,1884.0,73741.0
session_1553,New,Rates,6,287,Desktop,South,Other,False,True,True,True,start_app,Purchase,0.22,32202,736,1499.0,95171.0
session_1554,Returning,Home,11,744,Mobile,Midwest,Email,True,False,True,False,none,Purchase,0.43,37201,650,2045.0,110385.0
session_1555,Returning,Learn,2,269,Mobile,Northeast,Other,False,True,False,False,calculator,Other,0.97,73301,685,2683.0,55704.0
session_1556,New,Calculator,5,856,Mobile,South,Other,True,False,False,True,none,Home Equity,0.28,38103,759,781.0,110677.0
session_1557,New,Learn,3,258,Desktop,South,Facebook,False,False,False,True,review,Other,0.98,75201,744,1387.0,68803.0
session_1558,New,Contact,8,503,Tablet,South,Facebook,True,False,True,False,calculator,Purchase,0.82,30301,631,311.0,94061.0
session_1559,Returning,Calculator,4,185,Tablet,West,Google,False,True,False,True,calculator,Home Equity,0.27,32202,717,1596.0,72253.0
session_1560,Returning,Home,7,247,Desktop,South,Email,False,True,False,True,submit,Home Equity,0.79,32202,601,1683.0,89554.0
session_1561,Returning,Calculator,9,494,Desktop,South,Google,False,False,False,True,submit,Other,0.05,73301,702,1480.0,107297.0
session_1562,New,Contact,6,224,Desktop,Midwest,Email,False,True,True,False,none,Refinance,0.55,70112,794,1173.0,54325.0
session_1563,Returning,Learn,4,299,Desktop,West,Facebook,False,True,False,False,none,Refinance,0.36,29401,652,475.0,68002.0
session_1564,New,Rates,2,557,Mobile,South,Facebook,True,False,True,False,start_app,Refinance,0.43,29401,658,1687.0,89624.0
session_1565,New,Rates,7,782,Desktop,Midwest,Facebook,True,False,True,False,start_app,Other,0.47,30301,738,2228.0,145040.0
session_1566,Returning,Rates,9,793,Desktop,Midwest,Email,False,True,True,False,start_app,Refinance,0.5,33601,622,1204.0,63420.0
session_1567,New,Learn,4,592,Desktop,Northeast,Facebook,True,True,True,False,calculator,Other,0.66,33601,668,1720.0,136003.0
session_1568,Returning,Rates,7,385,Mobile,Northeast,Google,True,True,True,True,review,Other,0.7,37201,729,716.0,135111.0
session_1569,Returning,Contact,7,569,Mobile,West,Other,False,True,False,True,none,Refinance,0.98,38103,668,1729.0,82567.0
session_1570,New,Learn,4,505,Mobile,Midwest,Email,True,False,True,False,start_app,Other,0.76,70112,688,1303.0,77546.0
session_1571,New,Rates,3,594,Desktop,South,Other,True,True,True,False,calculator,Other,0.69,75201,737,1119.0,67698.0
session_1572,Returning,Home,3,337,Mobile,South,Google,True,False,False,True,submit,Home Equity,0.39,32202,721,1120.0,83295.0
session_1573,Returning,Learn,6,657,Desktop,Midwest,Direct,False,False,False,False,review,Purchase,0.12,30301,713,1303.0,49832.0
session_1574,Returning,Learn,3,438,Desktop,West,Facebook,True,False,True,False,submit,Other,0.06,29401,683,1691.0,83094.0
session_1575,Returning,Calculator,4,470,Tablet,South,Google,True,False,False,False,submit,Purchase,0.48,37201,718,844.0,122422.0
session_1576,Returning,Rates,5,550,Mobile,West,Direct,False,True,False,True,review,Refinance,0.67,33601,693,1301.0,69723.0
session_1577,Returning,Home,5,552,Tablet,Midwest,Email,True,False,True,False,calculator,Home Equity,0.65,30301,722,1479.0,78982.0
session_1578,Returning,Contact,9,514,Tablet,West,Google,False,True,True,True,submit,Home Equity,0.95,32202,675,950.0,42471.0
session_1579,New,Learn,2,648,Mobile,Northeast,Email,True,True,False,True,calculator,Other,0.38,75201,690,2398.0,94352.0
session_1580,Returning,Contact,3,842,Mobile,West,Other,False,False,False,True,submit,Home Equity,0.63,37201,650,1073.0,91612.0
session_1581,New,Contact,5,882,Tablet,West,Other,False,False,True,True,start_app,Purchase,0.89,32202,698,1165.0,86593.0
session_1582,New,Contact,7,287,Desktop,South,Email,False,True,False,True,review,Other,0.4,29401,659,1011.0,79579.0
session_1583,Returning,Calculator,2,723,Tablet,West,Other,True,False,False,True,none,Home Equity,0.48,29401,644,2399.0,77681.0
session_1584,Returning,Contact,2,199,Mobile,South,Other,False,False,True,False,review,Refinance,0.92,29401,712,1776.0,97548.0
session_1585,Returning,Rates,7,490,Desktop,South,Facebook,True,True,True,False,submit,Other,0.55,30301,710,1032.0,84280.0
session_1586,Returning,Rates,0,866,Tablet,Northeast,Email,True,False,True,True,submit,Home Equity,0.8,30301,739,2053.0,92874.0
session_1587,Returning,Home,6,680,Tablet,South,Email,True,False,False,False,start_app,Other,0.94,33601,678,1600.0,90375.0
session_1588,New,Home,4,826,Tablet,Midwest,Direct,True,False,False,False,start_app,Refinance,0.57,33601,720,1629.0,113086.0
session_1589,New,Contact,4,140,Mobile,South,Facebook,False,True,True,False,review,Other,0.11,75201,727,1328.0,101925.0
session_1590,Returning,Contact,9,633,Tablet,Midwest,Google,False,False,False,False,none,Purchase,0.82,37201,722,1125.0,89822.0
session_1591,Returning,Calculator,6,249,Mobile,South,Facebook,False,True,False,False,review,Purchase,0.82,73301,658,1669.0,122961.0
session_1592,Returning,Contact,7,34,Desktop,Midwest,Google,True,True,True,False,none,Home Equity,0.11,73301,707,1227.0,95507.0
session_1593,Returning,Contact,9,561,Desktop,Northeast,Email,False,False,False,False,calculator,Purchase,0.55,32202,718,2408.0,117624.0
session_1594,New,Contact,7,642,Tablet,West,Facebook,True,True,True,True,submit,Purchase,0.49,29401,700,865.0,100174.0
session_1595,New,Learn,6,324,Mobile,South,Direct,True,False,True,False,calculator,Other,0.85,37201,595,2268.0,38952.0
session_1596,New,Learn,5,487,Tablet,Northeast,Other,False,False,False,False,review,Other,0.27,30301,708,1444.0,117621.0
session_1597,Returning,Calculator,5,698,Desktop,Northeast,Google,False,True,False,True,none,Home Equity,0.43,38103,810,1650.0,88379.0
session_1598,Returning,Calculator,2,542,Mobile,South,Other,True,True,False,True,none,Purchase,0.6,70112,681,1917.0,83701.0
session_1599,Returning,Rates,3,241,Desktop,South,Email,True,False,True,True,calculator,Refinance,0.52,75201,663,1185.0,92034.0
session_1600,New,Calculator,4,148,Desktop,Midwest,Email,False,True,True,False,start_app,Home Equity,0.96,29401,718,1932.0,76375.0
session_1601,New,Rates,6,414,Mobile,South,Email,False,True,False,True,start_app,Refinance,0.96,29401,715,300.0,90676.0
session_1602,New,Contact,4,289,Mobile,South,Other,False,True,True,True,calculator,Purchase,0.08,29401,759,1140.0,70203.0
session_1603,Returning,Calculator,6,428,Mobile,Midwest,Email,True,False,False,True,start_app,Home Equity,0.3,30301,637,1038.0,116857.0
session_1604,New,Calculator,6,204,Tablet,Midwest,Email,True,False,False,True,none,Refinance,0.01,30301,736,873.0,82160.0
session_1605,Returning,Calculator,6,443,Tablet,South,Other,False,False,False,False,review,Home Equity,0.42,70112,729,1393.0,75435.0
session_1606,New,Rates,1,163,Mobile,South,Email,True,False,False,False,start_app,Other,0.66,37201,692,1693.0,61877.0
session_1607,Returning,Rates,4,131,Mobile,South,Google,True,False,True,False,none,Other,0.47,29401,716,1851.0,91719.0
session_1608,Returning,Home,3,414,Tablet,West,Facebook,False,True,False,True,review,Refinance,0.07,73301,751,1620.0,89678.0
session_1609,Returning,Rates,5,484,Mobile,West,Google,False,True,True,False,none,Other,0.2,33601,743,1167.0,94711.0
session_1610,Returning,Rates,11,91,Desktop,Northeast,Email,True,False,False,False,submit,Other,0.17,73301,642,1685.0,59319.0
session_1611,New,Learn,8,595,Mobile,Northeast,Email,True,False,True,False,review,Refinance,0.51,32202,741,1562.0,44970.0
session_1612,New,Calculator,4,846,Tablet,South,Email,False,True,False,False,submit,Home Equity,0.68,73301,696,1968.0,100640.0
session_1613,New,Rates,6,36,Mobile,Midwest,Email,False,False,True,False,start_app,Refinance,0.32,32202,703,1888.0,122116.0
session_1614,Returning,Calculator,4,897,Mobile,South,Other,False,False,True,False,start_app,Other,0.13,38103,703,1515.0,59341.0
session_1615,New,Calculator,7,544,Desktop,South,Facebook,False,True,False,False,none,Home Equity,0.8,33601,692,1051.0,124736.0
session_1616,Returning,Learn,2,361,Mobile,Northeast,Other,False,False,False,True,calculator,Other,0.86,73301,759,1174.0,92098.0
session_1617,New,Calculator,2,408,Tablet,South,Other,True,False,True,True,none,Purchase,0.28,38103,695,1225.0,84823.0
session_1618,New,Rates,4,474,Tablet,South,Email,False,False,False,False,submit,Refinance,0.42,75201,644,1342.0,75061.0
session_1619,Returning,Calculator,10,364,Desktop,Northeast,Google,False,False,True,False,review,Refinance,0.08,37201,680,1634.0,50387.0
session_1620,Returning,Home,9,497,Desktop,Northeast,Google,True,True,True,True,calculator,Refinance,0.23,38103,708,1858.0,109693.0
session_1621,Returning,Home,5,690,Tablet,Midwest,Direct,False,False,True,False,none,Refinance,0.77,37201,761,1474.0,65610.0
session_1622,New,Learn,2,317,Mobile,Midwest,Facebook,True,False,False,False,submit,Purchase,0.37,73301,730,1508.0,65505.0
session_1623,Returning,Rates,3,41,Tablet,Midwest,Direct,False,True,True,False,submit,Home Equity,0.6,38103,657,1572.0,109798.0
session_1624,New,Learn,6,133,Desktop,West,Other,True,True,True,True,start_app,Home Equity,0.95,33601,824,1242.0,37925.0
session_1625,New,Home,6,652,Tablet,West,Direct,True,False,True,True,none,Home Equity,0.72,73301,713,1037.0,46910.0
session_1626,New,Rates,8,292,Desktop,South,Direct,False,False,False,True,none,Purchase,0.45,29401,763,622.0,84547.0
session_1627,Returning,Calculator,3,464,Tablet,Midwest,Direct,False,True,True,False,submit,Purchase,0.37,30301,692,1152.0,92332.0
session_1628,New,Rates,9,202,Mobile,Northeast,Facebook,True,True,False,True,none,Home Equity,0.19,38103,726,1737.0,97118.0
session_1629,Returning,Contact,3,636,Mobile,Midwest,Google,True,True,True,False,start_app,Home Equity,0.76,33601,741,1149.0,77455.0
session_1630,Returning,Rates,5,350,Desktop,South,Google,False,True,False,True,calculator,Purchase,0.11,75201,760,1381.0,148259.0
session_1631,New,Calculator,4,744,Mobile,West,Direct,True,True,True,True,submit,Other,0.06,29401,752,1733.0,79303.0
session_1632,New,Contact,6,74,Desktop,West,Facebook,True,True,False,True,start_app,Purchase,0.1,75201,743,1760.0,79230.0
session_1633,New,Learn,5,575,Mobile,South,Google,True,True,False,True,start_app,Refinance,0.24,73301,684,960.0,65075.0
session_1634,New,Rates,7,240,Tablet,Midwest,Email,False,True,False,True,review,Home Equity,0.63,30301,671,1999.0,88098.0
session_1635,Returning,Learn,4,766,Mobile,South,Google,True,False,False,False,calculator,Other,0.86,38103,716,2064.0,100374.0
session_1636,Returning,Rates,5,446,Tablet,South,Google,False,False,False,False,start_app,Home Equity,0.99,38103,746,935.0,115089.0
session_1637,Returning,Home,6,293,Desktop,West,Facebook,True,False,False,False,review,Other,0.73,73301,688,1088.0,47768.0
session_1638,Returning,Home,5,330,Mobile,West,Facebook,True,False,True,False,review,Home Equity,0.15,73301,753,2096.0,78850.0
session_1639,Returning,Calculator,8,485,Mobile,West,Google,False,False,False,False,none,Home Equity,0.28,30301,772,1427.0,96168.0
session_1640,Returning,Home,3,255,Tablet,South,Email,False,False,True,True,start_app,Home Equity,0.13,33601,654,390.0,99676.0
session_1641,Returning,Contact,3,133,Desktop,Midwest,Email,False,True,True,True,submit,Refinance,0.12,33601,658,800.0,85164.0
session_1642,Returning,Contact,2,250,Mobile,South,Direct,True,False,False,False,none,Purchase,0.57,30301,692,1375.0,98561.0
session_1643,Returning,Rates,5,363,Desktop,Midwest,Direct,True,True,True,False,calculator,Other,0.91,33601,715,918.0,64776.0
session_1644,New,Learn,6,447,Desktop,Midwest,Google,False,False,False,False,submit,Refinance,0.68,32202,673,1293.0,123948.0
session_1645,New,Contact,7,330,Mobile,South,Google,True,False,True,False,submit,Refinance,0.8,37201,767,1516.0,109816.0
session_1646,Returning,Rates,4,664,Tablet,Midwest,Google,False,False,False,True,review,Home Equity,0.51,30301,721,2231.0,51377.0
session_1647,Returning,Learn,3,514,Desktop,Midwest,Email,True,False,True,True,start_app,Other,0.48,30301,701,1355.0,58122.0
session_1648,New,Home,7,486,Desktop,South,Other,False,False,False,False,review,Other,0.94,70112,628,2036.0,58827.0
session_1649,New,Rates,6,465,Mobile,West,Direct,False,False,False,False,review,Other,0.72,29401,634,2214.0,101949.0
session_1650,New,Learn,11,423,Desktop,South,Direct,True,False,False,True,start_app,Other,0.46,29401,714,2217.0,52882.0
session_1651,Returning,Calculator,10,763,Mobile,West,Other,False,False,True,True,start_app,Other,0.33,32202,593,1642.0,76724.0
session_1652,New,Calculator,7,72,Desktop,Midwest,Google,False,True,True,False,start_app,Refinance,0.09,73301,750,518.0,96368.0
session_1653,New,Contact,10,239,Tablet,West,Direct,False,False,False,True,review,Other,0.82,73301,692,1730.0,83346.0
